ASAE-21-30-index	1608	Culte de Min, XX VIII, 181, 183.  Crocodilopolis. Voir Krokodilopolis.  Cynopolis. La ville du chien, XX VII, 42.
ASAE-21-30-index	2433	thébaine, XXII, 76.  Krokodilopolis. Dans les papyrus de Zénon, XXII, 188; XXIV, 48. — Le banquier Python, XXIV, 35.
ASAE-21-30-index	3613	Crochets (hooks), XXIV, 114.  Crocodiles. Momies à Tehneh, XXVI, 30, 36, 37, 39. 
ASAE-21-30-index	5355	Crin, XXX, 190-192.  Crocodile. Culte, XXX, 82. — Dans le lac Menzaleh, XXX, 93-91. — Statuette à Karnak, XXX, 160.
ASAE-21-30-index	8780	du mariage» de Ramsès Il, XXV, 185. — Changé en Apis, XXVIIT, 76. — Transformé en crocodile, XXVIIL, 78. — Son titre Kmwt-f, XXVIII, 189. — Son adversaire
ASAE-23-1923	11680	 of Gorpiaios, we find them at Krokodilopolis in the Fayoum. We may suppose that they stayed some time in the Arsinoite nome U) and made a careful inspection of the estate at Philadelphia, of which Zenon was afterwards to become manager. Later
ASAE-23-1923	15252	teur, par l'image du disque solaire et le faisceau largement étalé des rayons qu'il répand. Dans le disque se tient debout un dieu à tête de bélier, suivi d'un gros scarabée. Un serpent coiffé de la couronne ÿ et un crocodile portant la même coiffure, rampent l’un à gauche, l’autre à droite du disque qu'ils entourent de leur queue repliée, comme pour en assurer la pro-
ASAE-23-1923	15356	d'inscriptions horizontales : ce sont des légen- des se rapportant d'une part à chacun des bubales représentés sur ce registre, d'autre part au serpent et au crocodile du registre supérieur. Elles sont ainsi disposées : 
ASAE-23-1923	15417	  2° à droite, sous le crocodile [inscription M (—)] : LION CORNE LL EN sam A, ©
ASAE-23-1923	15429	  (a) Cest le nom du crocodile : «celui qui est en avant», ou quelque chose de semblable. (8) le signe = ici encore a la forme — (cf. inscr. L, note a).
ASAE-24-1-1924	2322	 This is evidently not a private transaction, as the receipts are made out to Python the royal banker in Krokodilopolis and to Philiskos the otkono- mos of the Arsinoïite nome. We may assume that the price of the crops was put to the credit of Zenon or Apollonios in the royal bank. Thrasymedes,
ASAE-25-1-1925	5041	  le crocodile, l'hippopotame et le serpent sont rassemblés, le goût de la  
